Hour_Number,Date,Hour_Ending,Datetime,UNIFORM-Scenario_Electric_Vehicle_Demand_GW,PEAK-Scenario_Electric_Vehicle_Demand_GW
0,2016-01-01 00:00:00,1,2016-01-01 00:00:00,1.646681364075648,1.6717577557711079
1,2016-01-01 00:00:00,2,2016-01-01 01:00:00,1.646681364075648,1.6717577557711079
2,2016-01-01 00:00:00,3,2016-01-01 02:00:00,1.646681364075648,1.6717577557711079
3,2016-01-01 00:00:00,4,2016-01-01 03:00:00,1.646681364075648,1.6717577557711079
4,2016-01-01 00:00:00,5,2016-01-01 04:00:00,1.646681364075648,1.671757479128638
5,2016-01-01 00:00:00,6,2016-01-01 05:00:00,1.646681364075648,0.8693140646172586
6,2016-01-01 00:00:00,7,2016-01-01 06:00:00,1.646681364075648,0.8693137879747886
7,2016-01-01 00:00:00,8,2016-01-01 07:00:00,1.646681364075648,0.8693137879747886
8,2016-01-01 00:00:00,9,2016-01-01 08:00:00,1.646681364075648,0.8693140646172586
9,2016-01-01 00:00:00,10,2016-01-01 09:00:00,1.646681364075648,0.8693140646172586
10,2016-01-01 00:00:00,11,2016-01-01 10:00:00,1.646681364075648,0.8693140646172586
11,2016-01-01 00:00:00,12,2016-01-01 11:00:00,1.646681364075648,0.8693140646172586
12,2016-01-01 00:00:00,13,2016-01-01 12:00:00,1.646681364075648,0.8693140646172586
13,2016-01-01 00:00:00,14,2016-01-01 13:00:00,1.646681364075648,0.8693140646172586
14,2016-01-01 00:00:00,15,2016-01-01 14:00:00,1.646681364075648,0.8693140646172586
15,2016-01-01 00:00:00,16,2016-01-01 15:00:00,1.646681364075648,0.8693137879747886
16,2016-01-01 00:00:00,17,2016-01-01 16:00:00,1.646681364075648,0.8693137879747886
17,2016-01-01 00:00:00,18,2016-01-01 17:00:00,1.646681364075648,4.012218534809953
18,2016-01-01 00:00:00,19,2016-01-01 18:00:00,1.646681364075648,4.012218534809953
19,2016-01-01 00:00:00,20,2016-01-01 19:00:00,1.646681364075648,2.5410718994290717
20,2016-01-01 00:00:00,21,2016-01-01 20:00:00,1.646681364075648,2.5410718994290717
21,2016-01-01 00:00:00,22,2016-01-01 21:00:00,1.646681364075648,2.5410718994290717
22,2016-01-01 00:00:00,23,2016-01-01 22:00:00,1.646681364075648,2.5410718994290717
23,2016-01-01 00:00:00,24,2016-01-01 23:00:00,1.646681364075648,2.5410718994290717
24,2016-01-02 00:00:00,1,2016-01-02 00:00:00,1.646681364075648,1.6717577557711079
25,2016-01-02 00:00:00,2,2016-01-02 01:00:00,1.646681364075648,1.6717577557711079
26,2016-01-02 00:00:00,3,2016-01-02 02:00:00,1.646681364075648,1.6717577557711079
27,2016-01-02 00:00:00,4,2016-01-02 03:00:00,1.646681364075648,1.6717577557711079
28,2016-01-02 00:00:00,5,2016-01-02 04:00:00,1.646681364075648,1.671757479128638
29,2016-01-02 00:00:00,6,2016-01-02 05:00:00,1.646681364075648,0.8693140646172586
30,2016-01-02 00:00:00,7,2016-01-02 06:00:00,1.646681364075648,0.8693137879747886
31,2016-01-02 00:00:00,8,2016-01-02 07:00:00,1.646681364075648,0.8693137879747886
32,2016-01-02 00:00:00,9,2016-01-02 08:00:00,1.646681364075648,0.8693140646172586
33,2016-01-02 00:00:00,10,2016-01-02 09:00:00,1.646681364075648,0.8693140646172586
34,2016-01-02 00:00:00,11,2016-01-02 10:00:00,1.646681364075648,0.8693140646172586
35,2016-01-02 00:00:00,12,2016-01-02 11:00:00,1.646681364075648,0.8693140646172586
36,2016-01-02 00:00:00,13,2016-01-02 12:00:00,1.646681364075648,0.8693140646172586
37,2016-01-02 00:00:00,14,2016-01-02 13:00:00,1.646681364075648,0.8693140646172586
38,2016-01-02 00:00:00,15,2016-01-02 14:00:00,1.646681364075648,0.8693140646172586
39,2016-01-02 00:00:00,16,2016-01-02 15:00:00,1.646681364075648,0.8693137879747886
40,2016-01-02 00:00:00,17,2016-01-02 16:00:00,1.646681364075648,0.8693137879747886
41,2016-01-02 00:00:00,18,2016-01-02 17:00:00,1.646681364075648,4.012218534809953
42,2016-01-02 00:00:00,19,2016-01-02 18:00:00,1.646681364075648,4.012218534809953
43,2016-01-02 00:00:00,20,2016-01-02 19:00:00,1.646681364075648,2.5410718994290717
44,2016-01-02 00:00:00,21,2016-01-02 20:00:00,1.646681364075648,2.5410718994290717
45,2016-01-02 00:00:00,22,2016-01-02 21:00:00,1.646681364075648,2.5410718994290717
46,2016-01-02 00:00:00,23,2016-01-02 22:00:00,1.646681364075648,2.5410718994290717
47,2016-01-02 00:00:00,24,2016-01-02 23:00:00,1.646681364075648,2.5410718994290717
48,2016-01-03 00:00:00,1,2016-01-03 00:00:00,1.646681364075648,1.6717577557711079
49,2016-01-03 00:00:00,2,2016-01-03 01:00:00,1.646681364075648,1.6717577557711079
50,2016-01-03 00:00:00,3,2016-01-03 02:00:00,1.646681364075648,1.6717577557711079
51,2016-01-03 00:00:00,4,2016-01-03 03:00:00,1.646681364075648,1.6717577557711079
52,2016-01-03 00:00:00,5,2016-01-03 04:00:00,1.646681364075648,1.671757479128638
53,2016-01-03 00:00:00,6,2016-01-03 05:00:00,1.646681364075648,0.8693140646172586
54,2016-01-03 00:00:00,7,2016-01-03 06:00:00,1.646681364075648,0.8693137879747886
55,2016-01-03 00:00:00,8,2016-01-03 07:00:00,1.646681364075648,0.8693137879747886
56,2016-01-03 00:00:00,9,2016-01-03 08:00:00,1.646681364075648,0.8693140646172586
57,2016-01-03 00:00:00,10,2016-01-03 09:00:00,1.646681364075648,0.8693140646172586
58,2016-01-03 00:00:00,11,2016-01-03 10:00:00,1.646681364075648,0.8693140646172586
59,2016-01-03 00:00:00,12,2016-01-03 11:00:00,1.646681364075648,0.8693140646172586
60,2016-01-03 00:00:00,13,2016-01-03 12:00:00,1.646681364075648,0.8693140646172586
61,2016-01-03 00:00:00,14,2016-01-03 13:00:00,1.646681364075648,0.8693140646172586
62,2016-01-03 00:00:00,15,2016-01-03 14:00:00,1.646681364075648,0.8693140646172586
63,2016-01-03 00:00:00,16,2016-01-03 15:00:00,1.646681364075648,0.8693137879747886
64,2016-01-03 00:00:00,17,2016-01-03 16:00:00,1.646681364075648,0.8693137879747886
65,2016-01-03 00:00:00,18,2016-01-03 17:00:00,1.646681364075648,4.012218534809953
66,2016-01-03 00:00:00,19,2016-01-03 18:00:00,1.646681364075648,4.012218534809953
67,2016-01-03 00:00:00,20,2016-01-03 19:00:00,1.646681364075648,2.5410718994290717
68,2016-01-03 00:00:00,21,2016-01-03 20:00:00,1.646681364075648,2.5410718994290717
69,2016-01-03 00:00:00,22,2016-01-03 21:00:00,1.646681364075648,2.5410718994290717
70,2016-01-03 00:00:00,23,2016-01-03 22:00:00,1.646681364075648,2.5410718994290717
71,2016-01-03 00:00:00,24,2016-01-03 23:00:00,1.646681364075648,2.5410718994290717
72,2016-01-04 00:00:00,1,2016-01-04 00:00:00,1.646681364075648,1.6717577557711079
73,2016-01-04 00:00:00,2,2016-01-04 01:00:00,1.646681364075648,1.6717577557711079
74,2016-01-04 00:00:00,3,2016-01-04 02:00:00,1.646681364075648,1.6717577557711079
75,2016-01-04 00:00:00,4,2016-01-04 03:00:00,1.646681364075648,1.6717577557711079
76,2016-01-04 00:00:00,5,2016-01-04 04:00:00,1.646681364075648,1.671757479128638
77,2016-01-04 00:00:00,6,2016-01-04 05:00:00,1.646681364075648,0.8693140646172586
78,2016-01-04 00:00:00,7,2016-01-04 06:00:00,1.646681364075648,0.8693137879747886
79,2016-01-04 00:00:00,8,2016-01-04 07:00:00,1.646681364075648,0.8693137879747886
80,2016-01-04 00:00:00,9,2016-01-04 08:00:00,1.646681364075648,0.8693140646172586
81,2016-01-04 00:00:00,10,2016-01-04 09:00:00,1.646681364075648,0.8693140646172586
82,2016-01-04 00:00:00,11,2016-01-04 10:00:00,1.646681364075648,0.8693140646172586
83,2016-01-04 00:00:00,12,2016-01-04 11:00:00,1.646681364075648,0.8693140646172586
84,2016-01-04 00:00:00,13,2016-01-04 12:00:00,1.646681364075648,0.8693140646172586
85,2016-01-04 00:00:00,14,2016-01-04 13:00:00,1.646681364075648,0.8693140646172586
86,2016-01-04 00:00:00,15,2016-01-04 14:00:00,1.646681364075648,0.8693140646172586
87,2016-01-04 00:00:00,16,2016-01-04 15:00:00,1.646681364075648,0.8693137879747886
88,2016-01-04 00:00:00,17,2016-01-04 16:00:00,1.646681364075648,0.8693137879747886
89,2016-01-04 00:00:00,18,2016-01-04 17:00:00,1.646681364075648,4.012218534809953
90,2016-01-04 00:00:00,19,2016-01-04 18:00:00,1.646681364075648,4.012218534809953
91,2016-01-04 00:00:00,20,2016-01-04 19:00:00,1.646681364075648,2.5410718994290717
92,2016-01-04 00:00:00,21,2016-01-04 20:00:00,1.646681364075648,2.5410718994290717
93,2016-01-04 00:00:00,22,2016-01-04 21:00:00,1.646681364075648,2.5410718994290717
94,2016-01-04 00:00:00,23,2016-01-04 22:00:00,1.646681364075648,2.5410718994290717
95,2016-01-04 00:00:00,24,2016-01-04 23:00:00,1.646681364075648,2.5410718994290717
96,2016-01-05 00:00:00,1,2016-01-05 00:00:00,1.646681364075648,1.6717577557711079
97,2016-01-05 00:00:00,2,2016-01-05 01:00:00,1.646681364075648,1.6717577557711079
98,2016-01-05 00:00:00,3,2016-01-05 02:00:00,1.646681364075648,1.6717577557711079
99,2016-01-05 00:00:00,4,2016-01-05 03:00:00,1.646681364075648,1.6717577557711079
100,2016-01-05 00:00:00,5,2016-01-05 04:00:00,1.646681364075648,1.671757479128638
101,2016-01-05 00:00:00,6,2016-01-05 05:00:00,1.646681364075648,0.8693140646172586
102,2016-01-05 00:00:00,7,2016-01-05 06:00:00,1.646681364075648,0.8693137879747886
103,2016-01-05 00:00:00,8,2016-01-05 07:00:00,1.646681364075648,0.8693137879747886
104,2016-01-05 00:00:00,9,2016-01-05 08:00:00,1.646681364075648,0.8693140646172586
105,2016-01-05 00:00:00,10,2016-01-05 09:00:00,1.646681364075648,0.8693140646172586
106,2016-01-05 00:00:00,11,2016-01-05 10:00:00,1.646681364075648,0.8693140646172586
107,2016-01-05 00:00:00,12,2016-01-05 11:00:00,1.646681364075648,0.8693140646172586
108,2016-01-05 00:00:00,13,2016-01-05 12:00:00,1.646681364075648,0.8693140646172586
109,2016-01-05 00:00:00,14,2016-01-05 13:00:00,1.646681364075648,0.8693140646172586
110,2016-01-05 00:00:00,15,2016-01-05 14:00:00,1.646681364075648,0.8693140646172586
111,2016-01-05 00:00:00,16,2016-01-05 15:00:00,1.646681364075648,0.8693137879747886
112,2016-01-05 00:00:00,17,2016-01-05 16:00:00,1.646681364075648,0.8693137879747886
113,2016-01-05 00:00:00,18,2016-01-05 17:00:00,1.646681364075648,4.012218534809953
114,2016-01-05 00:00:00,19,2016-01-05 18:00:00,1.646681364075648,4.012218534809953
115,2016-01-05 00:00:00,20,2016-01-05 19:00:00,1.646681364075648,2.5410718994290717
116,2016-01-05 00:00:00,21,2016-01-05 20:00:00,1.646681364075648,2.5410718994290717
117,2016-01-05 00:00:00,22,2016-01-05 21:00:00,1.646681364075648,2.5410718994290717
118,2016-01-05 00:00:00,23,2016-01-05 22:00:00,1.646681364075648,2.5410718994290717
119,2016-01-05 00:00:00,24,2016-01-05 23:00:00,1.646681364075648,2.5410718994290717
120,2016-01-06 00:00:00,1,2016-01-06 00:00:00,1.646681364075648,1.6717577557711079
121,2016-01-06 00:00:00,2,2016-01-06 01:00:00,1.646681364075648,1.6717577557711079
122,2016-01-06 00:00:00,3,2016-01-06 02:00:00,1.646681364075648,1.6717577557711079
123,2016-01-06 00:00:00,4,2016-01-06 03:00:00,1.646681364075648,1.6717577557711079
124,2016-01-06 00:00:00,5,2016-01-06 04:00:00,1.646681364075648,1.671757479128638
125,2016-01-06 00:00:00,6,2016-01-06 05:00:00,1.646681364075648,0.8693140646172586
126,2016-01-06 00:00:00,7,2016-01-06 06:00:00,1.646681364075648,0.8693137879747886
127,2016-01-06 00:00:00,8,2016-01-06 07:00:00,1.646681364075648,0.8693137879747886
128,2016-01-06 00:00:00,9,2016-01-06 08:00:00,1.646681364075648,0.8693140646172586
129,2016-01-06 00:00:00,10,2016-01-06 09:00:00,1.646681364075648,0.8693140646172586
130,2016-01-06 00:00:00,11,2016-01-06 10:00:00,1.646681364075648,0.8693140646172586
131,2016-01-06 00:00:00,12,2016-01-06 11:00:00,1.646681364075648,0.8693140646172586
132,2016-01-06 00:00:00,13,2016-01-06 12:00:00,1.646681364075648,0.8693140646172586
133,2016-01-06 00:00:00,14,2016-01-06 13:00:00,1.646681364075648,0.8693140646172586
134,2016-01-06 00:00:00,15,2016-01-06 14:00:00,1.646681364075648,0.8693140646172586
135,2016-01-06 00:00:00,16,2016-01-06 15:00:00,1.646681364075648,0.8693137879747886
136,2016-01-06 00:00:00,17,2016-01-06 16:00:00,1.646681364075648,0.8693137879747886
137,2016-01-06 00:00:00,18,2016-01-06 17:00:00,1.646681364075648,4.012218534809953
138,2016-01-06 00:00:00,19,2016-01-06 18:00:00,1.646681364075648,4.012218534809953
139,2016-01-06 00:00:00,20,2016-01-06 19:00:00,1.646681364075648,2.5410718994290717
140,2016-01-06 00:00:00,21,2016-01-06 20:00:00,1.646681364075648,2.5410718994290717
141,2016-01-06 00:00:00,22,2016-01-06 21:00:00,1.646681364075648,2.5410718994290717
142,2016-01-06 00:00:00,23,2016-01-06 22:00:00,1.646681364075648,2.5410718994290717
143,2016-01-06 00:00:00,24,2016-01-06 23:00:00,1.646681364075648,2.5410718994290717
144,2016-01-07 00:00:00,1,2016-01-07 00:00:00,1.646681364075648,1.6717577557711079
145,2016-01-07 00:00:00,2,2016-01-07 01:00:00,1.646681364075648,1.6717577557711079
146,2016-01-07 00:00:00,3,2016-01-07 02:00:00,1.646681364075648,1.6717577557711079
147,2016-01-07 00:00:00,4,2016-01-07 03:00:00,1.646681364075648,1.6717577557711079
148,2016-01-07 00:00:00,5,2016-01-07 04:00:00,1.646681364075648,1.671757479128638
149,2016-01-07 00:00:00,6,2016-01-07 05:00:00,1.646681364075648,0.8693140646172586
150,2016-01-07 00:00:00,7,2016-01-07 06:00:00,1.646681364075648,0.8693137879747886
151,2016-01-07 00:00:00,8,2016-01-07 07:00:00,1.646681364075648,0.8693137879747886
152,2016-01-07 00:00:00,9,2016-01-07 08:00:00,1.646681364075648,0.8693140646172586
153,2016-01-07 00:00:00,10,2016-01-07 09:00:00,1.646681364075648,0.8693140646172586
154,2016-01-07 00:00:00,11,2016-01-07 10:00:00,1.646681364075648,0.8693140646172586
155,2016-01-07 00:00:00,12,2016-01-07 11:00:00,1.646681364075648,0.8693140646172586
156,2016-01-07 00:00:00,13,2016-01-07 12:00:00,1.646681364075648,0.8693140646172586
157,2016-01-07 00:00:00,14,2016-01-07 13:00:00,1.646681364075648,0.8693140646172586
158,2016-01-07 00:00:00,15,2016-01-07 14:00:00,1.646681364075648,0.8693140646172586
159,2016-01-07 00:00:00,16,2016-01-07 15:00:00,1.646681364075648,0.8693137879747886
160,2016-01-07 00:00:00,17,2016-01-07 16:00:00,1.646681364075648,0.8693137879747886
161,2016-01-07 00:00:00,18,2016-01-07 17:00:00,1.646681364075648,4.012218534809953
162,2016-01-07 00:00:00,19,2016-01-07 18:00:00,1.646681364075648,4.012218534809953
163,2016-01-07 00:00:00,20,2016-01-07 19:00:00,1.646681364075648,2.5410718994290717
164,2016-01-07 00:00:00,21,2016-01-07 20:00:00,1.646681364075648,2.5410718994290717
165,2016-01-07 00:00:00,22,2016-01-07 21:00:00,1.646681364075648,2.5410718994290717
166,2016-01-07 00:00:00,23,2016-01-07 22:00:00,1.646681364075648,2.5410718994290717
167,2016-01-07 00:00:00,24,2016-01-07 23:00:00,1.646681364075648,2.5410718994290717
168,2016-01-08 00:00:00,1,2016-01-08 00:00:00,1.646681364075648,1.6717577557711079
169,2016-01-08 00:00:00,2,2016-01-08 01:00:00,1.646681364075648,1.6717577557711079
170,2016-01-08 00:00:00,3,2016-01-08 02:00:00,1.646681364075648,1.6717577557711079
171,2016-01-08 00:00:00,4,2016-01-08 03:00:00,1.646681364075648,1.6717577557711079
172,2016-01-08 00:00:00,5,2016-01-08 04:00:00,1.646681364075648,1.671757479128638
173,2016-01-08 00:00:00,6,2016-01-08 05:00:00,1.646681364075648,0.8693140646172586
174,2016-01-08 00:00:00,7,2016-01-08 06:00:00,1.646681364075648,0.8693137879747886
175,2016-01-08 00:00:00,8,2016-01-08 07:00:00,1.646681364075648,0.8693137879747886
176,2016-01-08 00:00:00,9,2016-01-08 08:00:00,1.646681364075648,0.8693140646172586
177,2016-01-08 00:00:00,10,2016-01-08 09:00:00,1.646681364075648,0.8693140646172586
178,2016-01-08 00:00:00,11,2016-01-08 10:00:00,1.646681364075648,0.8693140646172586
179,2016-01-08 00:00:00,12,2016-01-08 11:00:00,1.646681364075648,0.8693140646172586
180,2016-01-08 00:00:00,13,2016-01-08 12:00:00,1.646681364075648,0.8693140646172586
181,2016-01-08 00:00:00,14,2016-01-08 13:00:00,1.646681364075648,0.8693140646172586
182,2016-01-08 00:00:00,15,2016-01-08 14:00:00,1.646681364075648,0.8693140646172586
183,2016-01-08 00:00:00,16,2016-01-08 15:00:00,1.646681364075648,0.8693137879747886
184,2016-01-08 00:00:00,17,2016-01-08 16:00:00,1.646681364075648,0.8693137879747886
185,2016-01-08 00:00:00,18,2016-01-08 17:00:00,1.646681364075648,4.012218534809953
186,2016-01-08 00:00:00,19,2016-01-08 18:00:00,1.646681364075648,4.012218534809953
187,2016-01-08 00:00:00,20,2016-01-08 19:00:00,1.646681364075648,2.5410718994290717
188,2016-01-08 00:00:00,21,2016-01-08 20:00:00,1.646681364075648,2.5410718994290717
189,2016-01-08 00:00:00,22,2016-01-08 21:00:00,1.646681364075648,2.5410718994290717
190,2016-01-08 00:00:00,23,2016-01-08 22:00:00,1.646681364075648,2.5410718994290717
191,2016-01-08 00:00:00,24,2016-01-08 23:00:00,1.646681364075648,2.5410718994290717
192,2016-01-09 00:00:00,1,2016-01-09 00:00:00,1.646681364075648,1.6717577557711079
193,2016-01-09 00:00:00,2,2016-01-09 01:00:00,1.646681364075648,1.6717577557711079
194,2016-01-09 00:00:00,3,2016-01-09 02:00:00,1.646681364075648,1.6717577557711079
195,2016-01-09 00:00:00,4,2016-01-09 03:00:00,1.646681364075648,1.6717577557711079
196,2016-01-09 00:00:00,5,2016-01-09 04:00:00,1.646681364075648,1.671757479128638
197,2016-01-09 00:00:00,6,2016-01-09 05:00:00,1.646681364075648,0.8693140646172586
198,2016-01-09 00:00:00,7,2016-01-09 06:00:00,1.646681364075648,0.8693137879747886
199,2016-01-09 00:00:00,8,2016-01-09 07:00:00,1.646681364075648,0.8693137879747886
200,2016-01-09 00:00:00,9,2016-01-09 08:00:00,1.646681364075648,0.8693140646172586
201,2016-01-09 00:00:00,10,2016-01-09 09:00:00,1.646681364075648,0.8693140646172586
202,2016-01-09 00:00:00,11,2016-01-09 10:00:00,1.646681364075648,0.8693140646172586
203,2016-01-09 00:00:00,12,2016-01-09 11:00:00,1.646681364075648,0.8693140646172586
204,2016-01-09 00:00:00,13,2016-01-09 12:00:00,1.646681364075648,0.8693140646172586
205,2016-01-09 00:00:00,14,2016-01-09 13:00:00,1.646681364075648,0.8693140646172586
206,2016-01-09 00:00:00,15,2016-01-09 14:00:00,1.646681364075648,0.8693140646172586
207,2016-01-09 00:00:00,16,2016-01-09 15:00:00,1.646681364075648,0.8693137879747886
208,2016-01-09 00:00:00,17,2016-01-09 16:00:00,1.646681364075648,0.8693137879747886
209,2016-01-09 00:00:00,18,2016-01-09 17:00:00,1.646681364075648,4.012218534809953
210,2016-01-09 00:00:00,19,2016-01-09 18:00:00,1.646681364075648,4.012218534809953
211,2016-01-09 00:00:00,20,2016-01-09 19:00:00,1.646681364075648,2.5410718994290717
212,2016-01-09 00:00:00,21,2016-01-09 20:00:00,1.646681364075648,2.5410718994290717
213,2016-01-09 00:00:00,22,2016-01-09 21:00:00,1.646681364075648,2.5410718994290717
214,2016-01-09 00:00:00,23,2016-01-09 22:00:00,1.646681364075648,2.5410718994290717
215,2016-01-09 00:00:00,24,2016-01-09 23:00:00,1.646681364075648,2.5410718994290717
216,2016-01-10 00:00:00,1,2016-01-10 00:00:00,1.646681364075648,1.6717577557711079
217,2016-01-10 00:00:00,2,2016-01-10 01:00:00,1.646681364075648,1.6717577557711079
218,2016-01-10 00:00:00,3,2016-01-10 02:00:00,1.646681364075648,1.6717577557711079
219,2016-01-10 00:00:00,4,2016-01-10 03:00:00,1.646681364075648,1.6717577557711079
220,2016-01-10 00:00:00,5,2016-01-10 04:00:00,1.646681364075648,1.671757479128638
221,2016-01-10 00:00:00,6,2016-01-10 05:00:00,1.646681364075648,0.8693140646172586
222,2016-01-10 00:00:00,7,2016-01-10 06:00:00,1.646681364075648,0.8693137879747886
223,2016-01-10 00:00:00,8,2016-01-10 07:00:00,1.646681364075648,0.8693137879747886
224,2016-01-10 00:00:00,9,2016-01-10 08:00:00,1.646681364075648,0.8693140646172586
225,2016-01-10 00:00:00,10,2016-01-10 09:00:00,1.646681364075648,0.8693140646172586
226,2016-01-10 00:00:00,11,2016-01-10 10:00:00,1.646681364075648,0.8693140646172586
227,2016-01-10 00:00:00,12,2016-01-10 11:00:00,1.646681364075648,0.8693140646172586
228,2016-01-10 00:00:00,13,2016-01-10 12:00:00,1.646681364075648,0.8693140646172586
229,2016-01-10 00:00:00,14,2016-01-10 13:00:00,1.646681364075648,0.8693140646172586
230,2016-01-10 00:00:00,15,2016-01-10 14:00:00,1.646681364075648,0.8693140646172586
231,2016-01-10 00:00:00,16,2016-01-10 15:00:00,1.646681364075648,0.8693137879747886
232,2016-01-10 00:00:00,17,2016-01-10 16:00:00,1.646681364075648,0.8693137879747886
233,2016-01-10 00:00:00,18,2016-01-10 17:00:00,1.646681364075648,4.012218534809953
234,2016-01-10 00:00:00,19,2016-01-10 18:00:00,1.646681364075648,4.012218534809953
235,2016-01-10 00:00:00,20,2016-01-10 19:00:00,1.646681364075648,2.5410718994290717
236,2016-01-10 00:00:00,21,2016-01-10 20:00:00,1.646681364075648,2.5410718994290717
237,2016-01-10 00:00:00,22,2016-01-10 21:00:00,1.646681364075648,2.5410718994290717
238,2016-01-10 00:00:00,23,2016-01-10 22:00:00,1.646681364075648,2.5410718994290717
239,2016-01-10 00:00:00,24,2016-01-10 23:00:00,1.646681364075648,2.5410718994290717
240,2016-01-11 00:00:00,1,2016-01-11 00:00:00,1.646681364075648,1.6717577557711079
241,2016-01-11 00:00:00,2,2016-01-11 01:00:00,1.646681364075648,1.6717577557711079
242,2016-01-11 00:00:00,3,2016-01-11 02:00:00,1.646681364075648,1.6717577557711079
243,2016-01-11 00:00:00,4,2016-01-11 03:00:00,1.646681364075648,1.6717577557711079
244,2016-01-11 00:00:00,5,2016-01-11 04:00:00,1.646681364075648,1.671757479128638
245,2016-01-11 00:00:00,6,2016-01-11 05:00:00,1.646681364075648,0.8693140646172586
246,2016-01-11 00:00:00,7,2016-01-11 06:00:00,1.646681364075648,0.8693137879747886
247,2016-01-11 00:00:00,8,2016-01-11 07:00:00,1.646681364075648,0.8693137879747886
248,2016-01-11 00:00:00,9,2016-01-11 08:00:00,1.646681364075648,0.8693140646172586
249,2016-01-11 00:00:00,10,2016-01-11 09:00:00,1.646681364075648,0.8693140646172586
250,2016-01-11 00:00:00,11,2016-01-11 10:00:00,1.646681364075648,0.8693140646172586
251,2016-01-11 00:00:00,12,2016-01-11 11:00:00,1.646681364075648,0.8693140646172586
252,2016-01-11 00:00:00,13,2016-01-11 12:00:00,1.646681364075648,0.8693140646172586
253,2016-01-11 00:00:00,14,2016-01-11 13:00:00,1.646681364075648,0.8693140646172586
254,2016-01-11 00:00:00,15,2016-01-11 14:00:00,1.646681364075648,0.8693140646172586
255,2016-01-11 00:00:00,16,2016-01-11 15:00:00,1.646681364075648,0.8693137879747886
256,2016-01-11 00:00:00,17,2016-01-11 16:00:00,1.646681364075648,0.8693137879747886
257,2016-01-11 00:00:00,18,2016-01-11 17:00:00,1.646681364075648,4.012218534809953
258,2016-01-11 00:00:00,19,2016-01-11 18:00:00,1.646681364075648,4.012218534809953
259,2016-01-11 00:00:00,20,2016-01-11 19:00:00,1.646681364075648,2.5410718994290717
260,2016-01-11 00:00:00,21,2016-01-11 20:00:00,1.646681364075648,2.5410718994290717
261,2016-01-11 00:00:00,22,2016-01-11 21:00:00,1.646681364075648,2.5410718994290717
262,2016-01-11 00:00:00,23,2016-01-11 22:00:00,1.646681364075648,2.5410718994290717
263,2016-01-11 00:00:00,24,2016-01-11 23:00:00,1.646681364075648,2.5410718994290717
264,2016-01-12 00:00:00,1,2016-01-12 00:00:00,1.646681364075648,1.6717577557711079
265,2016-01-12 00:00:00,2,2016-01-12 01:00:00,1.646681364075648,1.6717577557711079
266,2016-01-12 00:00:00,3,2016-01-12 02:00:00,1.646681364075648,1.6717577557711079
267,2016-01-12 00:00:00,4,2016-01-12 03:00:00,1.646681364075648,1.6717577557711079
268,2016-01-12 00:00:00,5,2016-01-12 04:00:00,1.646681364075648,1.671757479128638
269,2016-01-12 00:00:00,6,2016-01-12 05:00:00,1.646681364075648,0.8693140646172586
270,2016-01-12 00:00:00,7,2016-01-12 06:00:00,1.646681364075648,0.8693137879747886
271,2016-01-12 00:00:00,8,2016-01-12 07:00:00,1.646681364075648,0.8693137879747886
272,2016-01-12 00:00:00,9,2016-01-12 08:00:00,1.646681364075648,0.8693140646172586
273,2016-01-12 00:00:00,10,2016-01-12 09:00:00,1.646681364075648,0.8693140646172586
274,2016-01-12 00:00:00,11,2016-01-12 10:00:00,1.646681364075648,0.8693140646172586
275,2016-01-12 00:00:00,12,2016-01-12 11:00:00,1.646681364075648,0.8693140646172586
276,2016-01-12 00:00:00,13,2016-01-12 12:00:00,1.646681364075648,0.8693140646172586
277,2016-01-12 00:00:00,14,2016-01-12 13:00:00,1.646681364075648,0.8693140646172586
278,2016-01-12 00:00:00,15,2016-01-12 14:00:00,1.646681364075648,0.8693140646172586
279,2016-01-12 00:00:00,16,2016-01-12 15:00:00,1.646681364075648,0.8693137879747886
280,2016-01-12 00:00:00,17,2016-01-12 16:00:00,1.646681364075648,0.8693137879747886
281,2016-01-12 00:00:00,18,2016-01-12 17:00:00,1.646681364075648,4.012218534809953
282,2016-01-12 00:00:00,19,2016-01-12 18:00:00,1.646681364075648,4.012218534809953
283,2016-01-12 00:00:00,20,2016-01-12 19:00:00,1.646681364075648,2.5410718994290717
284,2016-01-12 00:00:00,21,2016-01-12 20:00:00,1.646681364075648,2.5410718994290717
285,2016-01-12 00:00:00,22,2016-01-12 21:00:00,1.646681364075648,2.5410718994290717
286,2016-01-12 00:00:00,23,2016-01-12 22:00:00,1.646681364075648,2.5410718994290717
287,2016-01-12 00:00:00,24,2016-01-12 23:00:00,1.646681364075648,2.5410718994290717
288,2016-01-13 00:00:00,1,2016-01-13 00:00:00,1.646681364075648,1.6717577557711079
289,2016-01-13 00:00:00,2,2016-01-13 01:00:00,1.646681364075648,1.6717577557711079
290,2016-01-13 00:00:00,3,2016-01-13 02:00:00,1.646681364075648,1.6717577557711079
291,2016-01-13 00:00:00,4,2016-01-13 03:00:00,1.646681364075648,1.6717577557711079
292,2016-01-13 00:00:00,5,2016-01-13 04:00:00,1.646681364075648,1.671757479128638
293,2016-01-13 00:00:00,6,2016-01-13 05:00:00,1.646681364075648,0.8693140646172586
294,2016-01-13 00:00:00,7,2016-01-13 06:00:00,1.646681364075648,0.8693137879747886
295,2016-01-13 00:00:00,8,2016-01-13 07:00:00,1.646681364075648,0.8693137879747886
