Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 08/01  21:00:00,848.308815421,95.2893542894,394.982849389,0.0,100.150657288,124.558693486,417.472211092,366.274854924,42.4850247072,8.71233146072
 08/01  22:00:00,781.968118346,95.2893542894,395.929645875,0.0,46.0930336215,124.558693486,434.544734678,388.823857223,28.3233498048,17.3975276509
 08/01  23:00:00,792.678607634,95.2893542894,406.799940632,0.0,46.0930336215,124.558693486,423.686135483,400.813918377,14.1616749024,8.71054220364
 08/01  24:00:00,798.635809122,95.2893542894,426.90922416,0.0,46.0930336215,113.312780494,436.700480099,413.635250766,5.66466996096,17.4005593729
 08/02  01:00:00,816.203888104,95.2893542894,446.193359007,0.0,46.0930336215,113.312780494,436.677810331,422.304599148,5.66466996096,8.70854122116
 08/02  02:00:00,807.067870951,95.2893542894,436.674880833,0.0,46.0930336215,113.312780494,449.029092139,425.966557382,5.66466996096,17.3978647965
 08/02  03:00:00,809.243799626,95.2893542894,438.773542449,0.0,46.0930336215,113.312780494,444.351090332,429.977134206,5.66466996096,8.7092861643
 08/02  04:00:00,916.790068726,95.2893542894,457.851451879,0.0,100.150657288,148.969399434,440.251877873,417.187813383,5.66466996096,17.3993945291
 08/02  05:00:00,912.805878558,95.7074304592,456.15782974,0.0,100.150657288,149.894399434,600.366530148,568.806226118,14.1616749024,17.398629127
 08/02  06:00:00,1119.70973193,98.9558921949,441.082678163,0.0,176.471037341,302.612436532,458.445128627,421.412090001,28.3233498048,8.70968882068
 08/02  07:00:00,1243.74295149,102.015295583,438.67148342,0.0,243.2593065,310.10971186,443.26621271,374.458242792,42.4850247072,26.322945211
 08/02  08:00:00,1267.50568214,102.913965536,419.146913576,0.0,243.2593065,310.10971186,439.38440814,356.289568071,56.6466996096,26.4481404593
 08/02  09:00:00,1293.13382258,103.819300837,409.640290843,0.0,243.2593065,302.612436532,419.390355998,341.524489724,42.4850247072,35.3808415665
 08/02  10:00:00,1304.58446942,104.914120179,412.880130349,0.0,243.2593065,310.10971186,437.344675534,330.962809447,70.808374512,35.5734915754
 08/02  11:00:00,1277.33130624,106.334255997,380.794499034,0.0,243.2593065,310.10971186,422.10478167,315.647539057,70.808374512,35.6488681011
 08/02  12:00:00,1219.49725886,107.886887574,361.477258434,0.0,243.2593065,310.10971186,406.971147989,300.690124966,70.808374512,35.4726485104
 08/02  13:00:00,1236.52276699,109.544673257,345.080004058,0.0,243.2593065,302.612436532,362.194233449,269.888839519,56.6466996096,35.6586943199
 08/02  14:00:00,1231.26187297,111.26519014,340.028078769,0.0,243.2593065,302.612436532,337.590472427,250.628468986,42.4850247072,44.4769787342
 08/02  15:00:00,1235.00333372,113.72740147,340.50481663,0.0,243.2593065,302.612436532,319.816549432,227.661289135,56.6466996096,35.5085606874
 08/02  16:00:00,1244.28363637,116.163118112,339.77899071,0.0,243.2593065,310.10971186,321.436656116,209.953604704,84.9700494144,26.5130019968
 08/02  17:00:00,1246.04206234,117.961840129,339.013690901,0.0,243.2593065,310.10971186,303.759109788,201.28692139,84.9700494144,17.5021389831
 08/02  18:00:00,965.462273648,95.2893542894,348.703554,0.0,166.938926447,199.110933808,330.660692597,228.245281995,84.9700494144,17.4453611873
 08/02  19:00:00,956.336430935,95.2893542894,345.754021494,0.0,166.938926447,191.61365848,316.692963489,242.601940011,56.6466996096,17.4443238687
 08/02  20:00:00,832.024033166,95.2893542894,347.82429557,0.0,100.150657288,124.558693486,381.60603464,307.514858839,56.6466996096,17.4444761916
 08/02  21:00:00,833.537577467,95.2893542894,378.90159567,0.0,100.150657288,124.558693486,409.839220947,349.950453926,42.4850247072,17.4037423141
 08/02  22:00:00,775.148540165,95.2893542894,388.208456169,0.0,46.0930336215,124.558693486,411.323651035,374.290655784,28.3233498048,8.70964544624
