Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),Electricity:Facility [kW](Monthly)
 01/01  01:00:00,16.6467733584,0.934894615064,0.0,0.0,2.55330491699,7.80157382632,26.4744772194,24.6921661244,1.78231109504
 01/01  02:00:00,16.121883262,0.998729134505,0.0,0.0,2.55330491699,7.21284921042,27.4294062788,26.3957507313,1.03365554752
 01/01  03:00:00,15.8315084897,1.00271667025,0.0,0.0,2.55330491699,6.91848690247,26.8569310514,26.3847671645,0.472163886881
 01/01  04:00:00,15.7067294681,1.0251188026,0.0,0.0,2.55330491699,6.7713057485,27.4282063953,26.9560425084,0.472163886881
 01/01  05:00:00,17.7793459626,1.02124184936,0.0,0.0,3.82705111198,7.57405300124,27.877193478,26.8435379304,1.03365554752
 01/01  06:00:00,22.2373141893,0.940597614122,0.0,0.0,6.02426329834,9.91545327661,30.0736395648,24.7352146191,5.33842494577
 01/01  07:00:00,27.439103806,0.824136150684,0.0,0.0,6.51253267309,14.7454349813,39.5374357499,21.6590303831,17.8784053668
 01/01  08:00:00,30.1388157915,0.798244863285,0.0,0.0,6.01364874671,17.9699221805,39.9817798084,20.9803911204,19.0013886881
 01/01  09:00:00,22.656873502,0.871937329019,0.0,0.0,3.66783283761,18.1171033345,41.0847393097,22.8320061692,18.2527331405
 01/01  10:00:00,19.8830796545,0.921775321959,0.0,0.0,3.10526160149,15.8560427302,40.1945282555,24.1877617575,16.006766498
 01/01  11:00:00,17.0306032077,0.985925578322,0.0,0.0,3.10526160149,12.9394160272,40.5997432921,26.0902878892,14.5094554029
 01/01  12:00:00,17.2182577848,1.02639900158,0.0,0.0,3.10526160149,13.0865971812,38.9368655469,27.2348684472,11.7019970997
 01/01  13:00:00,17.0862965755,1.04161894626,0.0,0.0,3.10526160149,12.9394160272,37.8261522162,27.6214662116,10.2046860047
 01/01  14:00:00,16.6583343458,1.0552001786,0.0,0.0,3.10526160149,12.4978725653,37.0607888687,27.9790861853,9.08170268338
 01/01  15:00:00,16.5380817465,1.08212873332,0.0,0.0,3.10526160149,12.3506914113,36.6271483136,28.6684289515,7.9587193621
 01/01  16:00:00,17.8815668414,1.06060437491,0.0,0.0,4.02872759285,12.7922348732,37.1726678935,28.0909652101,9.08170268338
 01/01  17:00:00,29.720428011,0.984945490418,0.0,0.0,6.50191812146,17.7693977319,36.8066092495,26.2275954711,10.5790137784
 01/01  18:00:00,37.6852519606,0.826295631218,0.0,0.0,8.38069375907,23.1212625696,35.9926171075,22.0446533653,13.9479637423
 01/01  19:00:00,39.8176637618,0.697807936176,0.0,0.0,10.6415932552,23.1212625696,34.9515784357,18.570484164,16.3810942717
 01/01  20:00:00,38.8775696305,0.726991783159,0.0,0.0,12.3080778603,20.4854999863,34.9659174056,19.3334786814,15.6324387242
 01/01  21:00:00,38.4393454962,0.728888542046,0.0,0.0,12.456681583,19.8967753704,33.7183656969,19.3960741809,14.322291516
 01/01  22:00:00,32.9802098669,0.733253934733,0.0,0.0,9.18739968257,17.702556249,31.2438793398,19.5418822401,11.7019970997
 01/01  23:00:00,26.0785951068,0.766951736359,0.0,0.0,5.91811778209,14.0365255879,30.506447829,20.3017618243,10.2046860047
 01/01  24:00:00,20.2085774241,0.793443124982,0.0,0.0,3.54045821811,10.5176760807,26.5054215329,20.7926688134,5.71275271954
 01/02  01:00:00,16.5677323905,0.855853647155,0.0,0.0,2.55330491699,7.80157382632,24.0246071321,22.2414705448,1.78313658731
 01/02  02:00:00,16.1002978048,0.977143677372,0.0,0.0,2.55330491699,7.21284921042,26.4295435005,25.3953357577,1.03420774281
 01/02  03:00:00,15.8680893053,1.03929748586,0.0,0.0,2.55330491699,6.91848690247,27.5541795741,27.0818666843,0.472312889789
 01/02  04:00:00,15.7353002277,1.05368956216,0.0,0.0,2.55330491699,6.7713057485,27.9156164569,27.4432997103,0.472316746599
 01/02  05:00:00,17.7561182666,0.998014153354,0.0,0.0,3.82705111198,7.57405300124,26.8952907025,25.8609896335,1.03430106897
 01/02  06:00:00,22.179387145,0.882670569767,0.0,0.0,6.02426329834,9.91545327661,28.1404373874,22.7968616305,5.34357575695
 01/02  07:00:00,27.3126579585,0.697690303161,0.0,0.0,6.51253267309,14.7454349813,35.931728187,18.0334905311,17.8982376559
 01/02  08:00:00,30.1523749455,0.618274654846,0.0,0.0,6.01364874671,18.163451543,34.924431387,15.9018057882,19.0226255987
 01/02  09:00:00,24.0824100357,0.851060293991,0.0,0.0,4.35151303671,18.8798367041,35.2869679419,17.0138470246,18.2731209174
 01/02  10:00:00,21.250311119,0.842593217751,0.0,0.0,3.78894180059,16.6187760998,32.3950394402,16.3704336369,16.0246058033
 01/02  11:00:00,18.1278564182,0.636765220115,0.0,0.0,3.78894180059,13.7021493968,25.7149454512,11.1893497245,14.5255957268
 01/02  12:00:00,18.1521272017,0.513854849719,0.0,0.0,3.78894180059,13.8493305508,19.7163250062,8.00137317287,11.7149518333
 01/02  13:00:00,17.8133818956,0.485550761794,0.0,0.0,3.69398621738,13.6338449159,17.4438490769,7.22790732003,10.2159417568
 01/02  14:00:00,17.5080440733,0.45849633739,0.0,0.0,3.78894180059,13.2606059349,15.5716641782,6.47997997874,9.09168419946
