Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 03/12  13:00:00,88.4176173764,19.0366938825,11.2347487199,7.83460298859,4.12243109448,41.7362269337,84.4674741192,79.4945900895,4.9528840297,0.02
 03/12  14:00:00,98.2929975695,23.2927059721,14.1761770069,7.09911469883,4.12243109448,41.7362269337,104.444690885,99.4718068553,4.9528840297,0.02
 03/12  15:00:00,89.6119102936,18.7741749011,11.2435059831,6.54638473045,4.12243109448,41.7362269337,84.6803183158,79.7074342861,4.9528840297,0.02
 03/12  16:00:00,82.009328575,23.0301869907,14.1736307027,6.26455043769,4.12243109448,24.8785346261,104.808245516,99.835361486,4.9528840297,0.02
 03/12  17:00:00,69.1720142286,19.5617318454,11.2370934772,13.1890203183,2.06121554724,15.9888894789,88.0511192099,85.0593887921,2.97173041782,0.02
 03/12  18:00:00,74.7664782411,23.4677186264,14.1316771712,11.6531734081,2.06121554724,15.9888894789,111.655933983,108.664203565,2.97173041782,0.02
 03/12  19:00:00,81.2747117615,19.5617318454,10.8853941285,15.6241711905,2.06121554724,15.9888894789,90.712754973,87.7210245552,2.97173041782,0.02
 03/12  20:00:00,86.78637275,23.4677186264,13.3433558892,13.1615181293,2.06121554724,15.9888894789,113.524335123,110.532604705,2.97173041782,0.02
 03/12  21:00:00,84.043728844,19.5617318454,10.5560233822,17.281076606,2.06121554724,15.9888894789,91.2150338329,88.2233034151,2.97173041782,0.02
 03/12  22:00:00,89.1777054301,23.4677186264,13.2580899137,14.4304994977,2.06121554724,15.9888894789,113.824363771,110.832633353,2.97173041782,0.02
 03/12  23:00:00,85.7197360506,19.5617318454,10.5487289598,18.9698647982,2.06121554724,15.9888894789,92.0906054829,89.0988750651,2.97173041782,0.02
 03/12  24:00:00,89.7358635892,23.4677186264,13.0726316773,15.4141922167,2.06121554724,15.9888894789,114.383621854,111.391891436,2.97173041782,0.02
 03/13  01:00:00,87.2396430841,19.5617318454,10.1017457293,19.2002936925,4.12243109448,15.9888894789,91.6371552942,88.6454248764,2.97173041782,0.02
 03/13  02:00:00,91.0238121673,23.4677186264,12.0377228804,15.7293183491,4.12243109448,15.9888894789,113.845279862,110.853549444,2.97173041782,0.02
 03/13  03:00:00,89.101394999,19.5617318454,9.30336674576,20.4482165151,4.12243109448,15.9888894789,91.9199348234,88.9282044056,2.97173041782,0.02
 03/13  04:00:00,115.238425961,27.8112370431,13.9099712093,12.8350632573,12.3672932834,24.9413748627,138.613770862,125.059028621,4.9528840297,8.60185821112
 03/13  05:00:00,162.216908158,28.2489664455,17.0178370331,58.6065024315,12.3672932834,24.9413748627,198.797344492,193.824460462,4.9528840297,0.02
 03/13  06:00:00,208.536761862,28.6868962149,17.3198785188,46.9144426246,24.7345865669,70.7195625826,165.067544344,155.141776285,9.90576805939,0.02
 03/13  07:00:00,220.563337447,28.7000108749,17.330453624,33.3029444495,37.1018798503,92.3937384068,143.113308058,133.187539999,9.90576805939,0.02
 03/13  08:00:00,217.571825219,28.714756111,17.8568957028,28.2659850938,37.1018798503,104.434947198,136.165702403,126.239934343,9.90576805939,0.02
 03/13  09:00:00,225.731253521,28.725840244,18.2286222599,24.2862637847,37.1018798503,116.476155989,140.243549522,121.707625832,9.90576805939,8.63015563079
 03/13  10:00:00,222.005616154,28.7340872719,18.7527063673,20.160268881,37.1018798503,116.476155989,127.249239887,117.323471828,9.90576805939,0.02
 03/13  11:00:00,219.237641216,28.7416039381,19.1373300544,17.0996598553,37.1018798503,116.476155989,132.274507289,113.731715755,9.90576805939,8.63702347425
 03/13  12:00:00,206.022682607,28.7499871517,19.662013061,15.196365647,37.1018798503,104.434947198,121.375056423,111.449288364,9.90576805939,0.02
 03/13  13:00:00,216.387425383,28.7590449202,19.4972167071,13.77147886,37.1018798503,116.476155989,127.768261836,109.225479031,9.90576805939,8.63701474644
 03/13  14:00:00,215.732121617,28.7733621156,19.6436502024,12.8619113018,37.1018798503,116.476155989,117.790779166,107.865011107,9.90576805939,0.02
 03/13  15:00:00,214.481804915,28.7976665372,19.4986723633,11.9268513683,37.1018798503,116.476155989,125.086795919,106.547492978,9.90576805939,8.63353488238
 03/13  16:00:00,212.143506331,28.8233214875,19.1388687221,9.92335680706,37.1018798503,116.476155989,113.916360963,103.990592903,9.90576805939,0.02
 03/13  17:00:00,211.318732489,28.8511311409,19.1390684759,9.07173380714,37.1018798503,116.476155989,112.693211848,102.767443789,9.90576805939,0.02
 03/13  18:00:00,117.275067704,26.0611105003,16.1628098845,0.0,24.7345865669,47.5788473902,86.5950355639,81.6221515342,4.9528840297,0.02
 03/13  19:00:00,133.237574175,27.5924712253,15.7978573757,0.00969240178322,24.7345865669,47.5788473902,100.891382557,87.3292533122,4.9528840297,8.60924521491
 03/13  20:00:00,111.515754677,26.9361737717,14.6509671034,0.182247024483,12.3672932834,38.6892022431,105.569006958,102.57727654,2.97173041782,0.02
 03/13  21:00:00,89.4723472843,19.9801847169,11.2325531705,0.0,12.3672932834,27.0668015668,88.3883476792,85.3966172614,2.97173041782,0.02
 03/13  22:00:00,65.4101160975,17.3740736669,9.56493921631,0.0,4.12243109448,15.9888894789,80.2544399486,77.2627095308,2.97173041782,0.02
