Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Electricity:Facility [kW](Monthly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/02  01:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/02  02:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/02  03:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/02  04:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/02  05:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/02  06:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/02  07:00:00,23.45065861,9.532438012,0,1.348536936,1.910119747,2.393563913,158.5895245,158.5895245,,
 01/02  08:00:00,31.22255425,9.532438012,0,0.996509425,7.640478988,4.787127827,119.3356458,119.3356458,,
 01/02  09:00:00,39.25978858,9.532438012,0,0.871012735,19.10119747,8.377473697,102.2622715,102.2622715,,
 01/02  10:00:00,55.4168031,9.532438012,0,0.731172031,34.38215545,10.77103761,79.5964684,79.5964684,,
 01/02  11:00:00,55.27031275,9.532438012,0,0.584681683,34.38215545,10.77103761,66.40988172,66.40988172,,
 01/02  12:00:00,55.17587046,9.532438012,0,0.490239392,34.38215545,10.77103761,52.29405014,52.29405014,,
 01/02  13:00:00,55.00472351,9.532438012,0,0.319092441,34.38215545,10.77103761,44.53109007,44.53109007,,
 01/02  14:00:00,54.81036841,9.532438012,0,0.124737342,34.38215545,10.77103761,38.51146262,38.51146262,,
 01/02  15:00:00,54.73559449,9.532438012,0,0.049963416,34.38215545,10.77103761,37.35734205,37.35734205,,
 01/02  16:00:00,54.93779207,9.532438012,0,0.252161002,34.38215545,10.77103761,36.65183764,36.65183764,,
 01/02  17:00:00,61.94868482,9.532438012,0,0.374720419,34.38215545,10.77103761,40.72699839,40.72699839,,
 01/02  18:00:00,63.4363477,9.532438012,0,0.48471663,34.38215545,10.77103761,55.93771899,55.93771899,,
 01/02  19:00:00,50.86332467,9.532438012,0,0.569194036,22.92143696,9.574255654,68.96903586,68.96903586,,
 01/02  20:00:00,50.934549,9.532438012,0,0.640418373,22.92143696,9.574255654,78.93004058,78.93004058,,
 01/02  21:00:00,45.94131528,9.532438012,0,0.664206098,19.10119747,8.377473697,82.06045912,82.06045912,,
 01/02  22:00:00,20.69360682,0,0,0,7.640478988,4.787127827,0,0,,
 01/02  23:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/02  24:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/03  01:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/03  02:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/03  03:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/03  04:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/03  05:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/03  06:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/03  07:00:00,23.50272484,9.532438012,0,1.400603165,1.910119747,2.393563913,165.1684795,165.1684795,,
 01/03  08:00:00,31.20494037,9.532438012,0,0.978895546,7.640478988,4.787127827,113.3687986,113.3687986,,
 01/03  09:00:00,37.80319604,9.532438012,0,0.792086858,19.10119747,8.377473697,88.41601982,88.41601982,,
 01/03  10:00:00,55.29623195,9.532438012,0,0.610600884,34.38215545,10.77103761,59.43855625,59.43855625,,
 01/03  11:00:00,55.19193001,9.532438012,0,0.506298938,34.38215545,10.77103761,46.07648328,46.07648328,,
 01/03  12:00:00,55.07917641,9.532438012,0,0.393545337,34.38215545,10.77103761,28.53634282,28.53634282,,
 01/03  13:00:00,55.05991776,9.532438012,0,0.374286689,34.38215545,10.77103761,27.48455288,27.48455288,,
 01/03  14:00:00,55.04822499,9.532438012,0,0.362593917,34.38215545,10.77103761,28.01687865,28.01687865,,
 01/03  15:00:00,55.06693341,9.532438012,0,0.381302344,34.38215545,10.77103761,32.19396467,32.19396467,,
 01/03  16:00:00,55.14850758,9.532438012,0,0.46287651,34.38215545,10.77103761,41.46892044,41.46892044,,
 01/03  17:00:00,62.12073168,9.532438012,0,0.546767274,34.38215545,10.77103761,48.65687873,48.65687873,,
 01/03  18:00:00,63.52537493,9.532438012,0,0.573743856,34.38215545,10.77103761,52.961642,52.961642,,
 01/03  19:00:00,50.87340212,9.532438012,0,0.579271492,22.92143696,9.574255654,56.57131455,56.57131455,,
 01/03  20:00:00,50.87455129,9.532438012,0,0.580420658,22.92143696,9.574255654,62.24654554,62.24654554,,
 01/03  21:00:00,45.92870105,9.532438012,0,0.651591868,19.10119747,8.377473697,74.47043663,74.47043663,,
 01/03  22:00:00,20.69360682,0,0,0,7.640478988,4.787127827,0,0,,
 01/03  23:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/03  24:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/04  01:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/04  02:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/04  03:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/04  04:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/04  05:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/04  06:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/04  07:00:00,23.48214606,9.532438012,0,1.380024393,1.910119747,2.393563913,155.3681236,155.3681236,,
 01/04  08:00:00,31.24403901,9.532438012,0,1.017994181,7.640478988,4.787127827,116.8409672,116.8409672,,
 01/04  09:00:00,37.86086143,9.532438012,0,0.849752253,19.10119747,8.377473697,99.18878148,99.18878148,,
 01/04  10:00:00,55.41670225,9.532438012,0,0.731071184,34.38215545,10.77103761,77.61002804,77.61002804,,
 01/04  11:00:00,55.34552142,9.532438012,0,0.65989035,34.38215545,10.77103761,69.22119488,69.22119488,,
 01/04  12:00:00,55.27056823,9.532438012,0,0.584937165,34.38215545,10.77103761,58.02339578,58.02339578,,
 01/04  13:00:00,55.23711539,9.532438012,0,0.551484324,34.38215545,10.77103761,54.33463723,54.33463723,,
 01/04  14:00:00,55.19770319,9.532438012,0,0.512072123,34.38215545,10.77103761,52.16397312,52.16397312,,
 01/04  15:00:00,55.06308641,9.532438012,0,0.377455337,34.38215545,10.77103761,50.522612,50.522612,,
 01/04  16:00:00,55.03056917,9.532438012,0,0.344938105,34.38215545,10.77103761,47.73917791,47.73917791,,
 01/04  17:00:00,62.04556751,9.532438012,0,0.471603106,34.38215545,10.77103761,50.80657704,50.80657704,,
 01/04  18:00:00,63.41137439,9.532438012,0,0.459743323,34.38215545,10.77103761,39.09494863,39.09494863,,
 01/04  19:00:00,50.6828267,9.532438012,0,0.388696073,22.92143696,9.574255654,30.58754509,30.58754509,,
 01/04  20:00:00,50.68836338,9.532438012,0,0.394232754,22.92143696,9.574255654,32.53912599,32.53912599,,
 01/04  21:00:00,45.65413026,9.532438012,0,0.377021085,19.10119747,8.377473697,30.22611002,30.22611002,,
 01/04  22:00:00,20.69360682,0,0,0,7.640478988,4.787127827,0,0,,
 01/04  23:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/04  24:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/05  01:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/05  02:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/05  03:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/05  04:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/05  05:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/05  06:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/05  07:00:00,23.18893466,9.532438012,0,1.086812989,1.910119747,2.393563913,116.4389567,116.4389567,,
 01/05  08:00:00,31.03774021,9.532438012,0,0.811695387,7.640478988,4.787127827,85.7272068,85.7272068,,
 01/05  09:00:00,37.66176424,9.532438012,0,0.65065506,19.10119747,8.377473697,67.66277359,67.66277359,,
 01/05  10:00:00,55.16260009,9.532438012,0,0.476969022,34.38215545,10.77103761,48.18152227,48.18152227,,
 01/05  11:00:00,54.8943494,9.532438012,0,0.208718328,34.38215545,10.77103761,42.08842386,42.08842386,,
 01/05  12:00:00,54.67931205,9.526118998,0,0,34.38215545,10.77103761,26.92561877,26.92561877,,
 01/05  13:00:00,54.67931205,9.526118998,0,0,34.38215545,10.77103761,22.34277325,22.34277325,,
 01/05  14:00:00,54.67931205,9.526118998,0,0,34.38215545,10.77103761,22.69347233,22.69347233,,
 01/05  15:00:00,54.67931205,9.526118998,0,0,34.38215545,10.77103761,20.34005684,20.34005684,,
 01/05  16:00:00,54.67931205,9.526118998,0,0,34.38215545,10.77103761,18.28911704,18.28911704,,
 01/05  17:00:00,60.33935792,9.531384843,0,0.144113357,34.38215545,10.77103761,30.9447894,30.9447894,,
 01/05  18:00:00,63.26785181,9.532438012,0,0.316220741,34.38215545,10.77103761,40.97867385,40.97867385,,
 01/05  19:00:00,50.65862763,9.532438012,0,0.364497003,22.92143696,9.574255654,46.40016422,46.40016422,,
 01/05  20:00:00,50.74705304,9.532438012,0,0.452922406,22.92143696,9.574255654,60.18999953,60.18999953,,
 01/05  21:00:00,45.77914663,9.532438012,0,0.50203745,19.10119747,8.377473697,67.70666386,67.70666386,,
 01/05  22:00:00,20.69360682,0,0,0,7.640478988,4.787127827,0,0,,
 01/05  23:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/05  24:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/06  01:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/06  02:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/06  03:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/06  04:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/06  05:00:00,12.57118407,0.001053169,0,0.000447244,1.910119747,2.393563913,0,0,,
 01/06  06:00:00,12.58130554,0.004212676,0,0.007409208,1.910119747,2.393563913,0,0,,
 01/06  07:00:00,23.63186322,9.532438012,0,1.529741549,1.910119747,2.393563913,193.3753293,193.3753293,,
 01/06  08:00:00,31.4954211,9.532438012,0,1.269376278,7.640478988,4.787127827,158.7925229,158.7925229,,
 01/06  09:00:00,38.00153292,9.532438012,0,0.990423741,19.10119747,8.377473697,143.9534293,143.9534293,,
 01/06  10:00:00,55.18242961,9.532438012,0,0.49679854,34.38215545,10.77103761,109.89659,109.89659,,
 01/06  11:00:00,54.76225229,9.530331674,0,0.078727557,34.38215545,10.77103761,85.61780106,85.61780106,,
 01/06  12:00:00,54.67931205,9.526118998,0,0,34.38215545,10.77103761,62.69562145,62.69562145,,
 01/06  13:00:00,54.67931205,9.526118998,0,0,34.38215545,10.77103761,47.96799093,47.96799093,,
 01/06  14:00:00,54.67931205,9.526118998,0,0,34.38215545,10.77103761,40.4265284,40.4265284,,
 01/06  15:00:00,54.67931205,9.526118998,0,0,34.38215545,10.77103761,36.38252622,36.38252622,,
 01/06  16:00:00,54.67931205,9.526118998,0,0,34.38215545,10.77103761,35.18375602,35.18375602,,
 01/06  17:00:00,60.31481475,9.530331674,0,0.120623354,34.38215545,10.77103761,50.34148128,50.34148128,,
 01/06  18:00:00,63.3223038,9.532438012,0,0.370672732,34.38215545,10.77103761,63.25358548,63.25358548,,
 01/06  19:00:00,50.78435375,9.532438012,0,0.490223122,22.92143696,9.574255654,77.08762039,77.08762039,,
 01/06  20:00:00,50.93033899,9.532438012,0,0.636208356,22.92143696,9.574255654,98.60855258,98.60855258,,
 01/06  21:00:00,46.00680551,9.532438012,0,0.729696329,19.10119747,8.377473697,111.9431054,111.9431054,,
 01/06  22:00:00,20.69360682,0,0,0,7.640478988,4.787127827,0,0,,
 01/06  23:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/06  24:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/07  01:00:00,11.97129268,0,0,0,1.910119747,1.795172935,0,0,,
 01/07  02:00:00,11.97129268,0,0,0,1.910119747,1.795172935,0,0,,
 01/07  03:00:00,11.97129268,0,0,0,1.910119747,1.795172935,0,0,,
 01/07  04:00:00,12.0155568,0.027501599,0,0.016762519,1.910119747,1.795172935,0.528300852,0.528300852,,
 01/07  05:00:00,12.13255488,0.101664489,0,0.05959771,1.910119747,1.795172935,2.705465868,2.705465868,,
 01/07  06:00:00,12.2208707,0.153976425,0,0.095601589,1.910119747,1.795172935,3.875582943,3.875582943,,
 01/07  07:00:00,23.07892173,9.532438012,0,1.575191039,1.910119747,1.795172935,218.2591493,218.2591493,,
 01/07  08:00:00,26.59575943,9.532438012,0,1.386736052,3.820239494,3.59034587,183.9892812,183.9892812,,
 01/07  09:00:00,28.20010826,9.532438012,0,1.223041984,11.46071848,5.983909784,165.8965161,165.8965161,,
 01/07  10:00:00,43.05218946,9.532438012,0,1.024058832,22.92143696,9.574255654,133.3143358,133.3143358,,
 01/07  11:00:00,55.47925347,9.532438012,0,0.793622405,34.38215545,10.77103761,101.538103,101.538103,,
 01/07  12:00:00,55.34240462,9.532438012,0,0.656773552,34.38215545,10.77103761,82.94827841,82.94827841,,
 01/07  13:00:00,55.30170776,9.532438012,0,0.616076688,34.38215545,10.77103761,73.35141427,73.35141427,,
 01/07  14:00:00,55.25503859,9.532438012,0,0.569407518,34.38215545,10.77103761,65.58582588,65.58582588,,
 01/07  15:00:00,55.2188436,9.532438012,0,0.533212528,34.38215545,10.77103761,63.93310239,63.93310239,,
 01/07  16:00:00,55.25649084,9.532438012,0,0.570859773,34.38215545,10.77103761,66.97850408,66.97850408,,
 01/07  17:00:00,60.80382669,9.532438012,0,0.607528952,34.38215545,10.77103761,68.15141512,68.15141512,,
 01/07  18:00:00,63.57528897,9.532438012,0,0.623657899,34.38215545,10.77103761,69.86504483,69.86504483,,
 01/07  19:00:00,46.00267568,9.532438012,0,0.725566505,19.10119747,8.377473697,90.66896937,90.66896937,,
 01/07  20:00:00,36.04594877,9.532438012,0,0.80288249,11.46071848,5.983909784,103.6132498,103.6132498,,
 01/07  21:00:00,36.03197801,9.532438012,0,0.788911736,11.46071848,5.983909784,99.7777811,99.7777811,,
 01/07  22:00:00,25.99844296,9.532438012,0,0.789419581,3.820239494,3.59034587,103.0202915,103.0202915,,
 01/07  23:00:00,11.97129268,0,0,0,1.910119747,1.795172935,0,0,,
 01/07  24:00:00,11.97129268,0,0,0,1.910119747,1.795172935,0,0,,
 01/08  01:00:00,11.97129268,0,0,0,1.910119747,1.795172935,0,0,,
 01/08  02:00:00,11.97129268,0,0,0,1.910119747,1.795172935,0,0,,
 01/08  03:00:00,11.97129268,0,0,0,1.910119747,1.795172935,0,0,,
 01/08  04:00:00,11.97129268,0,0,0,1.910119747,1.795172935,0,0,,
 01/08  05:00:00,11.97129268,0,0,0,1.910119747,1.795172935,0,0,,
 01/08  06:00:00,11.97129268,0,0,0,1.910119747,1.795172935,0,0,,
 01/08  07:00:00,11.97507553,0.003159507,0,0.00062334,1.910119747,1.795172935,0,0,,
 01/08  08:00:00,11.9904653,0.006319014,0,0.012853607,1.910119747,1.795172935,0,0,,
 01/08  09:00:00,18.39019298,9.532438012,0,1.447169605,3.820239494,3.59034587,171.309186,171.309186,,
 01/08  10:00:00,17.96136281,9.532438012,0,1.01833943,3.820239494,3.59034587,122.2587976,122.2587976,,
 01/08  11:00:00,32.75852606,9.532438012,0,0.764438332,15.28095798,7.18069174,86.99685037,86.99685037,,
 01/08  12:00:00,32.64596342,9.532438012,0,0.651875695,15.28095798,7.18069174,73.92910196,73.92910196,,
 01/08  13:00:00,42.57556836,9.532438012,0,0.547437731,22.92143696,9.574255654,57.99430508,57.99430508,,
 01/08  14:00:00,42.57846107,9.532438012,0,0.550330436,22.92143696,9.574255654,59.17530722,59.17530722,,
 01/08  15:00:00,42.58415214,9.532438012,0,0.556021512,22.92143696,9.574255654,61.23190987,61.23190987,,
 01/08  16:00:00,42.54702347,9.532438012,0,0.518892845,22.92143696,9.574255654,61.50654196,61.50654196,,
 01/08  17:00:00,48.09665142,9.532438012,0,0.557854125,22.92143696,9.574255654,62.90007506,62.90007506,,
 01/08  18:00:00,40.62589257,9.532438012,0,0.365804846,15.28095798,7.18069174,82.80730654,82.80730654,,
 01/08  19:00:00,30.62935431,9.532438012,0,0.40330948,7.640478988,4.787127827,90.53591542,90.53591542,,
 01/08  20:00:00,11.97129268,0,0,0,1.910119747,1.795172935,0,0,,
 01/08  21:00:00,11.97129268,0,0,0,1.910119747,1.795172935,0,0,,
 01/08  22:00:00,11.97129268,0,0,0,1.910119747,1.795172935,0,0,,
 01/08  23:00:00,11.97129268,0,0,0,1.910119747,1.795172935,0,0,,
 01/08  24:00:00,11.97129268,0,0,0,1.910119747,1.795172935,0,0,,
 01/09  01:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/09  02:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/09  03:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/09  04:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/09  05:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/09  06:00:00,12.57549372,0.004212676,0,0.001597384,1.910119747,2.393563913,0,0,,
 01/09  07:00:00,23.55490702,9.532438012,0,1.45278535,1.910119747,2.393563913,170.2376497,170.2376497,,
 01/09  08:00:00,31.32115623,9.532438012,0,1.095111407,7.640478988,4.787127827,128.7667239,128.7667239,,
 01/09  09:00:00,37.87277117,9.532438012,0,0.861661996,19.10119747,8.377473697,109.6122088,109.6122088,,
 01/09  10:00:00,55.36744877,9.532438012,0,0.681817701,34.38215545,10.77103761,88.0026315,88.0026315,,
 01/09  11:00:00,55.35969614,9.532438012,0,0.674065069,34.38215545,10.77103761,79.13505501,79.13505501,,
 01/09  12:00:00,55.29847646,9.532438012,0,0.612845393,34.38215545,10.77103761,66.3612561,66.3612561,,
 01/09  13:00:00,55.20617419,9.532438012,0,0.520543123,34.38215545,10.77103761,59.92970577,59.92970577,,
 01/09  14:00:00,55.21073806,9.532438012,0,0.525106993,34.38215545,10.77103761,56.69253725,56.69253725,,
 01/09  15:00:00,55.19061012,9.532438012,0,0.504979047,34.38215545,10.77103761,53.08412256,53.08412256,,
 01/09  16:00:00,55.11874518,9.532438012,0,0.433114114,34.38215545,10.77103761,52.28975131,52.28975131,,
 01/09  17:00:00,60.71641216,9.532438012,0,0.520114421,34.38215545,10.77103761,60.13867689,60.13867689,,
 01/09  18:00:00,63.54091543,9.532438012,0,0.589284357,34.38215545,10.77103761,66.31153912,66.31153912,,
 01/09  19:00:00,50.83556874,9.532438012,0,0.541438108,22.92143696,9.574255654,57.3247973,57.3247973,,
 01/09  20:00:00,50.84547596,9.532438012,0,0.551345335,22.92143696,9.574255654,58.22886619,58.22886619,,
 01/09  21:00:00,45.86054803,9.532438012,0,0.583438851,19.10119747,8.377473697,63.6513652,63.6513652,,
 01/09  22:00:00,20.69360682,0,0,0,7.640478988,4.787127827,0,0,,
 01/09  23:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/09  24:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/10  01:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/10  02:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/10  03:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/10  04:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/10  05:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/10  06:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/10  07:00:00,23.28991971,9.532438012,0,1.187798034,1.910119747,2.393563913,134.5593704,134.5593704,,
 01/10  08:00:00,31.1361098,9.532438012,0,0.910064977,7.640478988,4.787127827,104.9828511,104.9828511,,
 01/10  09:00:00,37.73887487,9.532438012,0,0.727765687,19.10119747,8.377473697,87.91804318,87.91804318,,
 01/10  10:00:00,55.00780655,9.532438012,0,0.322175484,34.38215545,10.77103761,60.2025061,60.2025061,,
 01/10  11:00:00,54.72392377,9.529278505,0,0.041452205,34.38215545,10.77103761,47.5295316,47.5295316,,
 01/10  12:00:00,54.67931205,9.526118998,0,0,34.38215545,10.77103761,33.86023947,33.86023947,,
 01/10  13:00:00,54.67931205,9.526118998,0,0,34.38215545,10.77103761,27.65065376,27.65065376,,
 01/10  14:00:00,54.67931205,9.526118998,0,0,34.38215545,10.77103761,25.69438154,25.69438154,,
 01/10  15:00:00,54.67931205,9.526118998,0,0,34.38215545,10.77103761,24.62035675,24.62035675,,
 01/10  16:00:00,54.67931205,9.526118998,0,0,34.38215545,10.77103761,24.02540237,24.02540237,,
 01/10  17:00:00,60.21409271,9.528225336,0,0.022007653,34.38215545,10.77103761,32.89409806,32.89409806,,
 01/10  18:00:00,63.17482076,9.532438012,0,0.223189691,34.38215545,10.77103761,43.05120439,43.05120439,,
 01/10  19:00:00,50.62078046,9.532438012,0,0.326649832,22.92143696,9.574255654,51.78487452,51.78487452,,
 01/10  20:00:00,50.69470918,9.532438012,0,0.400578554,22.92143696,9.574255654,60.3983273,60.3983273,,
 01/10  21:00:00,45.71799,9.532438012,0,0.440880824,19.10119747,8.377473697,65.84316382,65.84316382,,
 01/10  22:00:00,20.69360682,0,0,0,7.640478988,4.787127827,0,0,,
 01/10  23:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/10  24:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/11  01:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/11  02:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/11  03:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/11  04:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/11  05:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/11  06:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/11  07:00:00,23.2275054,9.532438012,0,1.125383733,1.910119747,2.393563913,145.2009215,145.2009215,,
 01/11  08:00:00,31.07610286,9.532438012,0,0.850058034,7.640478988,4.787127827,110.761315,110.761315,,
 01/11  09:00:00,37.76864639,9.532438012,0,0.757537211,19.10119747,8.377473697,100.9264929,100.9264929,,
 01/11  10:00:00,55.30669652,9.532438012,0,0.62106545,34.38215545,10.77103761,79.38763421,79.38763421,,
 01/11  11:00:00,55.23244398,9.532438012,0,0.546812908,34.38215545,10.77103761,68.87610095,68.87610095,,
 01/11  12:00:00,55.1400896,9.532438012,0,0.454458534,34.38215545,10.77103761,57.55468044,57.55468044,,
 01/11  13:00:00,55.07551886,9.532438012,0,0.389887791,34.38215545,10.77103761,51.64342216,51.64342216,,
 01/11  14:00:00,54.9421714,9.532438012,0,0.256540329,34.38215545,10.77103761,46.92151231,46.92151231,,
 01/11  15:00:00,54.9359238,9.532438012,0,0.250292734,34.38215545,10.77103761,41.69439828,41.69439828,,
 01/11  16:00:00,54.81935878,9.532438012,0,0.13372771,34.38215545,10.77103761,37.33209946,37.33209946,,
 01/11  17:00:00,60.50016102,9.532438012,0,0.303863288,34.38215545,10.77103761,46.29596266,46.29596266,,
 01/11  18:00:00,63.40462318,9.532438012,0,0.452992113,34.38215545,10.77103761,57.88811549,57.88811549,,
 01/11  19:00:00,50.80818804,9.532438012,0,0.514057414,22.92143696,9.574255654,66.69777977,66.69777977,,
 01/11  20:00:00,50.86559578,9.532438012,0,0.571465149,22.92143696,9.574255654,74.88922054,74.88922054,,
 01/11  21:00:00,45.88460481,9.532438012,0,0.607495633,19.10119747,8.377473697,79.91226868,79.91226868,,
 01/11  22:00:00,20.69360682,0,0,0,7.640478988,4.787127827,0,0,,
 01/11  23:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/11  24:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/12  01:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/12  02:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/12  03:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/12  04:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/12  05:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/12  06:00:00,12.58173022,0.004212676,0,0.007833882,1.910119747,2.393563913,0,0,,
 01/12  07:00:00,23.61374385,9.532438012,0,1.511622181,1.910119747,2.393563913,190.2657661,190.2657661,,
 01/12  08:00:00,31.43255036,9.532438012,0,1.206505532,7.640478988,4.787127827,151.0507091,151.0507091,,
 01/12  09:00:00,37.94282541,9.532438012,0,0.931716232,19.10119747,8.377473697,128.6720274,128.6720274,,
 01/12  10:00:00,55.34337505,9.532438012,0,0.657743977,34.38215545,10.77103761,101.8895878,101.8895878,,
 01/12  11:00:00,55.30885327,9.532438012,0,0.623222206,34.38215545,10.77103761,90.08831932,90.08831932,,
 01/12  12:00:00,55.26760471,9.532438012,0,0.581973642,34.38215545,10.77103761,74.194309,74.194309,,
 01/12  13:00:00,55.20556409,9.532438012,0,0.519933018,34.38215545,10.77103761,64.45205836,64.45205836,,
 01/12  14:00:00,55.1553441,9.532438012,0,0.469713032,34.38215545,10.77103761,60.42519585,60.42519585,,
 01/12  15:00:00,55.13741147,9.532438012,0,0.451780401,34.38215545,10.77103761,59.09386537,59.09386537,,
 01/12  16:00:00,55.02418459,9.532438012,0,0.338553522,34.38215545,10.77103761,53.39927062,53.39927062,,
 01/12  17:00:00,60.64362064,9.532438012,0,0.447322905,34.38215545,10.77103761,59.54367525,59.54367525,,
 01/12  18:00:00,63.52251123,9.532438012,0,0.570880165,34.38215545,10.77103761,70.97419119,70.97419119,,
 01/12  19:00:00,50.91981623,9.532438012,0,0.625685597,22.92143696,9.574255654,77.62133761,77.62133761,,
 01/12  20:00:00,50.96921266,9.532438012,0,0.675082033,22.92143696,9.574255654,84.16563528,84.16563528,,
 01/12  21:00:00,45.96218988,9.532438012,0,0.685080697,19.10119747,8.377473697,85.51573136,85.51573136,,
 01/12  22:00:00,20.69360682,0,0,0,7.640478988,4.787127827,0,0,,
 01/12  23:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/12  24:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/13  01:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/13  02:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/13  03:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/13  04:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/13  05:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/13  06:00:00,12.56968366,0,0,0,1.910119747,2.393563913,0,0,,
 01/13  07:00:00,23.49359251,9.532438012,0,1.391470839,1.910119747,2.393563913,164.0353055,164.0353055,,
 01/13  08:00:00,31.2737655,9.532438012,0,1.047720673,7.640478988,4.787127827,125.5210405,125.5210405,,
