Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 03/09  16:00:00,34.1343845075,3.70551331767,0.0,0.0,9.17985065927,19.4245,79.2513098457,37.7639784508,33.3988,8.08853139485
 03/09  17:00:00,41.5673320567,3.70551331767,0.0115655041188,0.0,9.17985065927,26.9147,93.7823290065,35.0186480305,50.0982,8.66548097594
 03/09  18:00:00,42.6274370529,3.70551331767,0.0,0.0,9.17985065927,26.9147,91.7303820533,30.0534256011,50.0982,11.5787564522
 03/09  19:00:00,45.8083333245,3.70551331767,0.0,0.0,9.17985065927,26.9147,91.5918388532,26.3871774968,50.0982,15.1064613565
 03/09  20:00:00,38.4320151471,3.70551331767,0.0,0.0,9.17985065927,19.4245,84.9303651469,34.6620330499,33.3988,16.869532097
 03/09  21:00:00,38.4237903537,3.70551331767,0.0,0.0,9.17985065927,19.4245,77.9484892904,30.0410016419,33.3988,14.5086876485
 03/09  22:00:00,38.3535855723,3.70551331767,0.0,0.0,9.17985065927,19.4245,77.2187913557,37.0657723489,25.0491,15.1039190067
 03/09  23:00:00,38.2390428014,3.70551331767,0.0,0.0,9.17985065927,19.4245,70.5203338655,41.0701637616,16.6994,12.7507701039
 03/09  24:00:00,39.0108735,3.70551331767,0.0,0.0,9.17985065927,19.4245,61.4792716227,45.6257339001,8.3497,7.50383772257
 03/10  01:00:00,22.2776449051,3.70551331767,0.0,0.0,4.58992532963,8.1892,63.9978197169,54.8888395708,3.33988,5.76910014607
 03/10  02:00:00,14.7292741595,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 03/10  03:00:00,14.7457630024,0.0,0.0,0.0,1.52997510988,7.4902,3.93195443454,0.0,3.33988,0.592074434536
 03/10  04:00:00,14.7510591606,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 03/10  05:00:00,15.4096207005,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 03/10  06:00:00,22.8730256827,3.70551331767,0.0,0.0,4.58992532963,8.1892,79.0153062372,70.0735129953,8.3497,0.592093241906
 03/10  07:00:00,36.4280941135,3.70551331767,0.0094474748345,0.0,9.17985065927,19.4245,86.5579819645,65.2463342043,16.6994,4.61224776019
 03/10  08:00:00,41.5677740637,3.70551331767,0.0108490950075,0.0,9.17985065927,26.9147,92.7691990739,50.8517161836,25.0491,16.8683828903
 03/10  09:00:00,41.592661921,3.70551331767,0.0,0.0,9.17985065927,26.9147,91.719934245,43.2163127197,33.3988,15.1048215253
 03/10  10:00:00,34.1256778299,3.70551331767,0.0,0.0,9.17985065927,19.4245,74.0733857638,36.2725545826,25.0491,12.7517311813
 03/10  11:00:00,41.6364238096,3.70551331767,0.00589663034534,0.0,9.17985065927,26.9147,83.681498999,30.3540990344,41.7485,11.5788999646
 03/10  12:00:00,42.3683062765,3.70551331767,0.0,0.0,9.17985065927,26.9147,72.8139025805,18.3164486305,41.7485,12.74895395
 03/10  13:00:00,41.7026386946,3.70551331767,0.0,0.0,9.17985065927,26.9147,63.048625508,10.2988821398,41.7485,11.0012433682
 03/10  14:00:00,34.1869466717,3.70551331767,0.0,0.0,9.17985065927,19.4245,54.459860894,11.2293820491,33.3988,9.83167884485
 03/10  15:00:00,34.1816982507,3.70551331767,0.0,0.0,9.17985065927,19.4245,52.4764798434,18.7611877058,25.0491,8.66619213758
 03/10  16:00:00,34.1747062195,3.70551331767,0.0,0.0,9.17985065927,19.4245,64.623155431,22.5582436182,33.3988,8.66611181281
 03/10  17:00:00,41.6004899231,3.70551331767,0.00917060111635,0.0,9.17985065927,26.9147,80.1748199985,21.4109765413,50.0982,8.66564345717
 03/10  18:00:00,41.5846014909,3.70551331767,0.0,0.0,9.17985065927,26.9147,84.0406720618,22.9420819063,50.0982,11.0003901555
 03/10  19:00:00,45.8190218832,3.70551331767,0.00173740347671,0.0,9.17985065927,26.9147,87.9582884777,22.1750927633,50.0982,15.6849957144
 03/10  20:00:00,38.3171370918,3.70551331767,0.0,0.0,9.17985065927,19.4245,75.4691146876,25.2017275616,33.3988,16.868587126
 03/10  21:00:00,38.3046451196,3.70551331767,0.0,0.0,9.17985065927,19.4245,75.1124138729,27.7887196879,33.3988,13.9248941849
 03/10  22:00:00,38.2606449074,3.70551331767,0.0,0.0,9.17985065927,19.4245,76.7501685133,36.0153076386,25.0491,15.6857608747
 03/10  23:00:00,38.2525313999,3.70551331767,0.0,0.0,9.17985065927,19.4245,68.9901834857,39.5414103231,16.6994,12.7493731626
 03/10  24:00:00,39.0172322187,3.70551331767,0.0,0.0,9.17985065927,19.4245,60.9852429723,45.7097423471,8.3497,6.92580062517
 03/11  01:00:00,22.2820663468,3.70551331767,0.0,0.0,4.58992532963,8.1892,64.047116676,54.938429948,3.33988,5.76880672792
 03/11  02:00:00,14.7452248289,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 03/11  03:00:00,14.7639450335,0.0,0.0,0.0,1.52997510988,7.4902,3.93196487856,0.0,3.33988,0.592084878555
 03/11  04:00:00,14.7783613541,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 03/11  05:00:00,14.9333119715,0.0,0.0,0.0,1.52997510988,7.4902,3.93197076161,0.0,3.33988,0.592090761613
 03/11  06:00:00,22.3886798963,3.70551331767,0.0,0.0,4.58992532963,8.1892,68.9162381725,60.5465381725,8.3497,0.02
 03/11  07:00:00,36.226244026,3.70551331767,0.01019380155,0.0,9.17985065927,19.4245,78.9687411893,57.6560624834,16.6994,4.61327870593
 03/11  08:00:00,41.5831126987,3.70551331767,0.0090753460708,0.0,9.17985065927,26.9147,72.468340178,42.8071876261,25.0491,4.61205255188
 03/11  09:00:00,41.5930293948,3.70551331767,0.0,0.0,9.17985065927,26.9147,76.9230987164,39.4850422596,33.3988,4.03925645676
 03/11  10:00:00,34.1190498332,3.70551331767,0.000863782857207,0.0,9.17985065927,19.4245,77.7803741607,38.8027250705,25.0491,13.9285490903
 03/11  11:00:00,41.6233143617,3.70551331767,0.00662485887092,0.0,9.17985065927,26.9147,91.4860870139,36.9857508974,41.7485,12.7518361165
 03/11  12:00:00,42.3546873058,3.70551331767,0.0,0.0,9.17985065927,26.9147,83.1687604269,26.9135564902,41.7485,14.5067039367
 03/11  13:00:00,41.6789766055,3.70551331767,0.0,0.0,9.17985065927,26.9147,79.0746969895,23.4031220664,41.7485,13.9230749231
 03/11  14:00:00,34.1550355684,3.70551331767,0.0,0.0,9.17985065927,19.4245,71.1441631999,24.9947577815,33.3988,12.7506054184
 03/11  15:00:00,34.15585332,3.70551331767,0.0,0.0,9.17985065927,19.4245,63.7193476125,27.6704503984,25.0491,10.9997972141
 03/11  16:00:00,34.141753372,3.70551331767,0.0,0.0,9.17985065927,19.4245,73.6004483239,28.6224365183,33.3988,11.5792118056
 03/11  17:00:00,41.5662930687,3.70551331767,0.00419165675677,0.0,9.17985065927,26.9147,90.3670706739,30.4371508033,50.0982,9.83171987062
 03/11  18:00:00,41.5703504136,3.70551331767,0.0,0.0,9.17985065927,26.9147,94.7303227924,33.0543349002,50.0982,11.5777878922
 03/11  19:00:00,45.8038864783,3.70551331767,0.0,0.0,9.17985065927,26.9147,92.9641314278,27.7603507575,50.0982,15.1055806704
 03/11  20:00:00,38.4422299803,3.70551331767,0.0,0.0,9.17985065927,19.4245,75.7250458962,26.6384351376,33.3988,15.6878107586
 03/11  21:00:00,38.4181854111,3.70551331767,0.0,0.0,9.17985065927,19.4245,80.9753432487,33.6523958961,33.3988,13.9241473526
 03/11  22:00:00,38.3363532164,3.70551331767,0.0,0.0,9.17985065927,19.4245,79.978259697,39.2438605526,25.0491,15.6852991444
 03/11  23:00:00,38.2165676382,3.70551331767,0.0,0.0,9.17985065927,19.4245,73.5624330697,45.8627404215,16.6994,11.0002926482
 03/11  24:00:00,38.99865715,3.70551331767,0.0,0.0,9.17985065927,19.4245,69.0170438378,52.0006986229,8.3497,8.66664521495
 03/12  01:00:00,14.7616078905,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 03/12  02:00:00,14.7574853712,0.0,0.0,0.0,1.52997510988,7.4902,3.93194883784,0.0,3.33988,0.59206883784
 03/12  03:00:00,14.7598478664,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 03/12  04:00:00,14.9043113864,0.0,0.0,0.0,1.52997510988,7.4902,3.93195474637,0.0,3.33988,0.592074746369
 03/12  05:00:00,22.3628850968,3.70551331767,0.0,0.0,4.58992532963,8.1892,78.6964503815,70.3267503815,8.3497,0.02
 03/12  06:00:00,38.3206193693,3.70551331767,0.00943069766821,0.0,9.17985065927,19.4245,87.2620493537,65.94963268,16.6994,4.61301667364
 03/12  07:00:00,43.6719201354,3.70551331767,0.0100116693973,0.0,9.17985065927,26.9147,83.4128919195,54.3261382981,25.0491,4.03765362143
 03/12  08:00:00,41.5640716802,3.70551331767,0.0,0.0,9.17985065927,26.9147,88.8097681884,50.7969966704,33.3988,4.61397151804
 03/12  09:00:00,34.0802032501,3.70551331767,0.0,0.0,9.17985065927,19.4245,86.302886794,56.6411485811,25.0491,4.61263821288
 03/12  10:00:00,41.5858639281,3.70551331767,0.00847481971965,0.0,9.17985065927,26.9147,107.826902812,52.1511230335,41.7485,13.9272797784
 03/12  11:00:00,42.3407033644,3.70551331767,0.0,0.0,9.17985065927,26.9147,98.22208182,42.5477636485,41.7485,13.9258181715
 03/12  12:00:00,41.6581702554,3.70551331767,0.0,0.0,9.17985065927,26.9147,87.8564008029,34.5290731369,41.7485,11.5788276661
 03/12  13:00:00,34.1348211892,3.70551331767,0.0,0.0,9.17985065927,19.4245,77.5357567424,33.1357389217,33.3988,11.0012178207
 03/12  14:00:00,34.1380990808,3.70551331767,0.0,0.0,9.17985065927,19.4245,69.4413835733,35.726354876,25.0491,8.66592869731
 03/12  15:00:00,34.126846012,3.70551331767,0.0,0.0,9.17985065927,19.4245,80.3453092735,38.2806601722,33.3988,8.66584910134
 03/12  16:00:00,41.5540041504,3.70551331767,0.00863391018178,0.0,9.17985065927,26.9147,97.2790873996,38.5153510186,50.0982,8.66553638098
 03/12  17:00:00,41.5559754381,3.70551331767,0.00309304618254,0.0,9.17985065927,26.9147,98.7169661439,37.6182988685,50.0982,11.0004672754
 03/12  18:00:00,41.5608075122,3.70551331767,0.0,0.0,9.17985065927,26.9147,97.5289275302,33.5017976879,50.0982,13.9289298424
 03/12  19:00:00,38.4398689721,3.70551331767,0.0,0.0,9.17985065927,19.4245,80.8412909416,32.9343911639,33.3988,14.5080997777
 03/12  20:00:00,38.4207628992,3.70551331767,0.0,0.0,9.17985065927,19.4245,76.3427936108,31.9423087403,33.3988,11.0016848705
 03/12  21:00:00,38.3417811964,3.70551331767,0.0,0.0,9.17985065927,19.4245,81.0763958658,42.0989615817,25.0491,13.9283342841
 03/12  22:00:00,38.2328735145,3.70551331767,0.0,0.0,9.17985065927,19.4245,72.8933398629,44.6146381054,16.6994,11.5793017575
 03/12  23:00:00,39.0105366689,3.70551331767,0.0,0.0,9.17985065927,19.4245,57.4756318365,43.3565500162,8.3497,5.76938182028
 03/12  24:00:00,22.2790401033,3.70551331767,0.0,0.0,4.58992532963,8.1892,63.7318970878,53.4643382641,3.33988,6.92767882363
 03/13  01:00:00,14.7397496461,0.0,0.0,0.0,1.52997510988,7.4902,3.93196865165,0.0,3.33988,0.592088651646
 03/13  02:00:00,14.7646066006,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 03/13  03:00:00,14.7780377578,0.0,0.0,0.0,1.52997510988,7.4902,3.93194009257,0.0,3.33988,0.592060092571
 03/13  04:00:00,14.9296125692,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 03/13  05:00:00,22.3931750663,3.70551331767,0.0,0.0,4.58992532963,8.1892,66.0196891606,57.0779231473,8.3497,0.592066013222
 03/13  06:00:00,38.3543159424,3.70551331767,0.0103801815818,0.0,9.17985065927,19.4245,73.2501662152,52.5108572712,16.6994,4.03990894401
